"id","EVENT_UNIQUE_ID","OCC_DATE","OCC_YEAR","OCC_MONTH","OCC_DOW","OCC_DOY","OCC_DAY","OCC_HOUR","OCC_TIME_RANGE","DIVISION","DEATH","INJURIES","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","geometry"
798,"EVT-000798",2004-01-18,"2004","January","Sunday",18,18,0,"Night","D14",0,3,51,"North York",121,"Downtown","c(-79.2257182231074, 43.5821930268128)"
799,"EVT-000799",2015-06-22,"2015","June","Monday",173,22,11,"Morning","D02",0,3,13,"North York",104,"Downtown","c(-79.1299887436034, 43.7600689206794)"
800,"EVT-000800",2016-05-21,"2016","May","Saturday",142,21,0,"Night","D13",0,1,120,"East York",21,"Etobicoke","c(-79.443595917182, 43.6097512943944)"
801,"EVT-000801",2022-07-05,"2022","July","Tuesday",186,5,6,"Night","D18",0,1,99,"East York",90,"North York","c(-79.2082728339389, 43.725664772149)"
802,"EVT-000802",2009-03-22,"2009","March","Sunday",81,22,19,"Evening","D50",0,3,114,"Downtown",55,"East York","c(-79.3892614052205, 43.8484916616857)"
803,"EVT-000803",2008-03-09,"2008","March","Sunday",69,9,8,"Morning","D28",0,4,11,"Scarborough",12,"East York","c(-79.1918527927825, 43.708968564269)"
804,"EVT-000804",2012-02-22,"2012","February","Wednesday",53,22,6,"Night","D21",0,2,20,"Scarborough",5,"Downtown","c(-79.3943889808843, 43.6038995869739)"
805,"EVT-000805",2019-09-22,"2019","September","Sunday",265,22,14,"Afternoon","D37",0,0,151,"Scarborough",33,"Etobicoke","c(-79.3098377260627, 43.8254381809479)"
806,"EVT-000806",2010-12-23,"2010","December","Thursday",357,23,11,"Morning","D30",0,3,42,"Downtown",122,"Etobicoke","c(-79.5292054149246, 43.6581347138761)"
807,"EVT-000807",2019-02-11,"2019","February","Monday",42,11,19,"Evening","D23",0,2,41,"East York",54,"East York","c(-79.4062270540919, 43.6506805026617)"
808,"EVT-000808",2011-02-27,"2011","February","Sunday",58,27,9,"Morning","D17",0,2,118,"Etobicoke",63,"Scarborough","c(-79.6008110032875, 43.7966034204017)"
809,"EVT-000809",2019-07-21,"2019","July","Sunday",202,21,0,"Night","D24",0,3,157,"Scarborough",78,"Downtown","c(-79.3068045834951, 43.7538846107099)"
810,"EVT-000810",2021-02-01,"2021","February","Monday",32,1,23,"Evening","D36",0,0,105,"North York",89,"Etobicoke","c(-79.3389914515091, 43.6594396403275)"
811,"EVT-000811",2009-06-08,"2009","June","Monday",159,8,9,"Morning","D37",0,2,104,"East York",32,"Downtown","c(-79.1649963928934, 43.7033743287442)"
812,"EVT-000812",2021-06-22,"2021","June","Tuesday",173,22,14,"Afternoon","D26",0,3,48,"East York",90,"Etobicoke","c(-79.2231550030477, 43.6686175413929)"
813,"EVT-000813",2011-02-24,"2011","February","Thursday",55,24,22,"Evening","D37",0,0,27,"East York",127,"Scarborough","c(-79.2292522290941, 43.7672746099144)"
814,"EVT-000814",2019-02-21,"2019","February","Thursday",52,21,12,"Morning","D31",0,2,17,"Scarborough",130,"Downtown","c(-79.4219613600552, 43.8420420342207)"
815,"EVT-000815",2022-09-28,"2022","September","Wednesday",271,28,6,"Night","D27",0,2,139,"Scarborough",100,"North York","c(-79.2116016966879, 43.6736897644132)"
816,"EVT-000816",2015-10-30,"2015","October","Friday",303,30,23,"Evening","D31",0,1,130,"North York",88,"East York","c(-79.2183238709033, 43.6032577697506)"
817,"EVT-000817",2005-11-07,"2005","November","Monday",311,7,19,"Evening","D51",0,5,80,"East York",29,"North York","c(-79.3990266207986, 43.7401212014366)"
818,"EVT-000818",2016-08-01,"2016","August","Monday",214,1,23,"Evening","D14",0,1,150,"East York",22,"Downtown","c(-79.2238015596453, 43.6234554665497)"
819,"EVT-000819",2009-05-15,"2009","May","Friday",135,15,4,"Night","D15",0,3,151,"Downtown",97,"East York","c(-79.1211407155475, 43.7496250798537)"
820,"EVT-000820",2024-06-22,"2024","June","Saturday",174,22,4,"Night","D42",0,2,50,"Scarborough",20,"Downtown","c(-79.3352134134136, 43.7460964964915)"
821,"EVT-000821",2023-03-02,"2023","March","Thursday",61,2,10,"Morning","D09",0,1,39,"Etobicoke",83,"East York","c(-79.4149760557607, 43.8510877213316)"
822,"EVT-000822",2018-10-04,"2018","October","Thursday",277,4,20,"Evening","D12",0,3,40,"Downtown",63,"Scarborough","c(-79.3909957735339, 43.6116775570039)"
823,"EVT-000823",2014-11-26,"2014","November","Wednesday",330,26,22,"Evening","D04",0,2,53,"East York",7,"East York","c(-79.2204384484807, 43.8019723241501)"
824,"EVT-000824",2021-01-03,"2021","January","Sunday",3,3,2,"Night","D40",0,3,12,"North York",131,"Etobicoke","c(-79.4066569572928, 43.8499232021807)"
825,"EVT-000825",2021-08-14,"2021","August","Saturday",226,14,21,"Evening","D35",0,3,42,"Downtown",29,"Downtown","c(-79.526082036709, 43.7897378761634)"
826,"EVT-000826",2007-04-23,"2007","April","Monday",113,23,0,"Night","D53",0,5,118,"Scarborough",68,"East York","c(-79.1517704557885, 43.7555162024669)"
827,"EVT-000827",2007-04-14,"2007","April","Saturday",104,14,14,"Afternoon","D29",1,4,20,"North York",1,"Scarborough","c(-79.5878685265947, 43.8499265850889)"
828,"EVT-000828",2005-07-02,"2005","July","Saturday",183,2,4,"Night","D52",0,0,120,"Etobicoke",36,"East York","c(-79.3730557775093, 43.5938382684747)"
829,"EVT-000829",2022-08-08,"2022","August","Monday",220,8,6,"Night","D52",0,7,36,"Etobicoke",137,"Scarborough","c(-79.347355819961, 43.8305239124093)"
830,"EVT-000830",2023-10-23,"2023","October","Monday",296,23,20,"Evening","D22",0,1,11,"Downtown",93,"Etobicoke","c(-79.2546066741249, 43.7494986354347)"
831,"EVT-000831",2010-03-18,"2010","March","Thursday",77,18,6,"Night","D45",0,3,75,"Downtown",89,"East York","c(-79.1987427918604, 43.6629284757005)"
832,"EVT-000832",2017-07-06,"2017","July","Thursday",187,6,15,"Afternoon","D06",1,5,31,"Downtown",47,"Scarborough","c(-79.3148457569653, 43.6661422759106)"
833,"EVT-000833",2011-03-24,"2011","March","Thursday",83,24,5,"Night","D01",0,2,75,"Etobicoke",76,"North York","c(-79.1492974058177, 43.6683575451257)"
834,"EVT-000834",2009-05-27,"2009","May","Wednesday",147,27,19,"Evening","D41",0,1,18,"Etobicoke",75,"Etobicoke","c(-79.2963083171284, 43.8215680603897)"
835,"EVT-000835",2007-09-20,"2007","September","Thursday",263,20,2,"Night","D05",0,0,95,"North York",45,"Scarborough","c(-79.281586217342, 43.6285046642639)"
836,"EVT-000836",2011-07-01,"2011","July","Friday",182,1,17,"Afternoon","D08",0,2,57,"East York",104,"East York","c(-79.179206120318, 43.6118993713224)"
837,"EVT-000837",2014-12-17,"2014","December","Wednesday",351,17,17,"Afternoon","D33",0,2,158,"Downtown",64,"Scarborough","c(-79.4480474235252, 43.596380891013)"
838,"EVT-000838",2008-02-21,"2008","February","Thursday",52,21,16,"Afternoon","D29",0,0,99,"North York",125,"Downtown","c(-79.2298029145272, 43.6268620010374)"
839,"EVT-000839",2015-01-01,"2015","January","Thursday",1,1,8,"Morning","D44",0,1,80,"North York",33,"East York","c(-79.4114329884063, 43.7828339209992)"
840,"EVT-000840",2011-11-30,"2011","November","Wednesday",334,30,18,"Afternoon","D16",0,3,128,"Scarborough",62,"Etobicoke","c(-79.2510120105291, 43.8417969858715)"
841,"EVT-000841",2013-06-01,"2013","June","Saturday",152,1,15,"Afternoon","D54",0,0,14,"Scarborough",57,"Scarborough","c(-79.5739585337738, 43.6273226531457)"
842,"EVT-000842",2015-04-22,"2015","April","Wednesday",112,22,20,"Evening","D44",0,2,123,"Scarborough",47,"Scarborough","c(-79.334873332073, 43.6912335815003)"
843,"EVT-000843",2022-01-07,"2022","January","Friday",7,7,10,"Morning","D19",0,5,78,"Scarborough",8,"Etobicoke","c(-79.5201174728114, 43.6441245659495)"
844,"EVT-000844",2007-12-13,"2007","December","Thursday",347,13,16,"Afternoon","D43",0,1,24,"North York",123,"East York","c(-79.5123843755018, 43.7037533271601)"
845,"EVT-000845",2013-01-09,"2013","January","Wednesday",9,9,9,"Morning","D06",1,5,107,"Etobicoke",20,"East York","c(-79.5582580334902, 43.6973637158724)"
846,"EVT-000846",2019-10-10,"2019","October","Thursday",283,10,14,"Afternoon","D15",0,4,120,"East York",115,"Scarborough","c(-79.3417317614088, 43.6464010723831)"
847,"EVT-000847",2015-01-04,"2015","January","Sunday",4,4,19,"Evening","D47",0,5,28,"Scarborough",127,"Etobicoke","c(-79.3159242282927, 43.6871024572136)"
848,"EVT-000848",2007-02-16,"2007","February","Friday",47,16,21,"Evening","D49",0,3,90,"Scarborough",140,"Scarborough","c(-79.5822092048617, 43.6382200227421)"
849,"EVT-000849",2021-12-05,"2021","December","Sunday",339,5,10,"Morning","D01",0,1,62,"Etobicoke",121,"Scarborough","c(-79.476435947072, 43.6534971854847)"
850,"EVT-000850",2011-08-03,"2011","August","Wednesday",215,3,21,"Evening","D28",0,2,117,"East York",23,"Scarborough","c(-79.5237923178159, 43.6135211268986)"
851,"EVT-000851",2023-06-11,"2023","June","Sunday",162,11,21,"Evening","D46",0,0,69,"Downtown",111,"Downtown","c(-79.1284369669743, 43.7492872496095)"
852,"EVT-000852",2013-12-24,"2013","December","Tuesday",358,24,5,"Night","D12",1,7,48,"Scarborough",5,"Scarborough","c(-79.356640931323, 43.7107135026805)"
853,"EVT-000853",2022-09-28,"2022","September","Wednesday",271,28,18,"Afternoon","D16",0,0,148,"Etobicoke",101,"East York","c(-79.2248142528316, 43.8530376504345)"
854,"EVT-000854",2024-04-10,"2024","April","Wednesday",101,10,2,"Night","D23",0,4,120,"Etobicoke",125,"Etobicoke","c(-79.4931161068523, 43.5960649563944)"
855,"EVT-000855",2017-12-10,"2017","December","Sunday",344,10,17,"Afternoon","D40",0,3,65,"Scarborough",91,"Scarborough","c(-79.5565201327771, 43.5847142199853)"
856,"EVT-000856",2022-05-22,"2022","May","Sunday",142,22,4,"Night","D40",0,2,72,"East York",2,"Scarborough","c(-79.3685345608253, 43.6584261526616)"
857,"EVT-000857",2023-01-17,"2023","January","Tuesday",17,17,19,"Evening","D04",0,2,131,"Scarborough",11,"North York","c(-79.3139445900345, 43.7636463448023)"
858,"EVT-000858",2022-03-16,"2022","March","Wednesday",75,16,17,"Afternoon","D15",0,3,144,"Downtown",137,"Etobicoke","c(-79.2238102524718, 43.7863085178107)"
859,"EVT-000859",2011-09-06,"2011","September","Tuesday",249,6,21,"Evening","D28",1,0,21,"East York",120,"Etobicoke","c(-79.2138269853517, 43.7319760387333)"
860,"EVT-000860",2018-08-31,"2018","August","Friday",243,31,21,"Evening","D23",0,3,41,"Scarborough",127,"North York","c(-79.2397284125248, 43.7046623768797)"
861,"EVT-000861",2005-10-19,"2005","October","Wednesday",292,19,8,"Morning","D14",0,2,59,"Scarborough",40,"North York","c(-79.5275954213286, 43.7507202954507)"
862,"EVT-000862",2022-01-30,"2022","January","Sunday",30,30,22,"Evening","D35",0,1,42,"Scarborough",69,"East York","c(-79.1933828183102, 43.8137294830201)"
863,"EVT-000863",2016-07-20,"2016","July","Wednesday",202,20,20,"Evening","D29",0,1,20,"North York",125,"Downtown","c(-79.4094711941058, 43.6916404582741)"
864,"EVT-000864",2017-05-08,"2017","May","Monday",128,8,23,"Evening","D05",0,5,74,"Etobicoke",28,"Scarborough","c(-79.2764883942571, 43.723838751913)"
865,"EVT-000865",2015-10-24,"2015","October","Saturday",297,24,11,"Morning","D45",0,3,96,"East York",21,"East York","c(-79.4456438485399, 43.7425672750726)"
866,"EVT-000866",2007-04-28,"2007","April","Saturday",118,28,3,"Night","D49",0,4,111,"North York",130,"Scarborough","c(-79.5750723318948, 43.7756950539438)"
867,"EVT-000867",2016-07-19,"2016","July","Tuesday",201,19,16,"Afternoon","D39",0,4,142,"Downtown",119,"North York","c(-79.1639796838254, 43.7497389398541)"
868,"EVT-000868",2006-11-22,"2006","November","Wednesday",326,22,22,"Evening","D41",0,1,157,"East York",100,"Etobicoke","c(-79.5353062520657, 43.851183231467)"
869,"EVT-000869",2015-05-27,"2015","May","Wednesday",147,27,11,"Morning","D08",0,4,40,"East York",131,"East York","c(-79.5133254405955, 43.8467273173923)"
870,"EVT-000870",2013-06-09,"2013","June","Sunday",160,9,7,"Morning","D08",0,1,51,"North York",97,"Etobicoke","c(-79.3231464528257, 43.6702046728559)"
871,"EVT-000871",2020-03-31,"2020","March","Tuesday",91,31,18,"Afternoon","D10",0,5,67,"Etobicoke",51,"East York","c(-79.1785460983474, 43.8243235685412)"
872,"EVT-000872",2005-06-07,"2005","June","Tuesday",158,7,23,"Evening","D39",0,4,14,"Etobicoke",137,"North York","c(-79.3854842375144, 43.8101392585348)"
873,"EVT-000873",2009-10-19,"2009","October","Monday",292,19,13,"Afternoon","D51",0,4,125,"Etobicoke",2,"Downtown","c(-79.1574493897466, 43.8150824665733)"
874,"EVT-000874",2024-02-25,"2024","February","Sunday",56,25,15,"Afternoon","D22",0,4,43,"North York",98,"Etobicoke","c(-79.6302631556856, 43.7859202690097)"
875,"EVT-000875",2005-10-26,"2005","October","Wednesday",299,26,21,"Evening","D16",0,3,154,"North York",49,"East York","c(-79.2005342992492, 43.7916028066156)"
876,"EVT-000876",2020-12-03,"2020","December","Thursday",338,3,16,"Afternoon","D09",0,3,69,"East York",96,"Etobicoke","c(-79.2668679367604, 43.7074836828828)"
877,"EVT-000877",2007-10-20,"2007","October","Saturday",293,20,3,"Night","D22",0,1,83,"Etobicoke",16,"North York","c(-79.33497049751, 43.7053245828491)"
878,"EVT-000878",2022-09-19,"2022","September","Monday",262,19,23,"Evening","D48",0,0,135,"Etobicoke",55,"Scarborough","c(-79.197853991369, 43.7720591817925)"
879,"EVT-000879",2021-06-18,"2021","June","Friday",169,18,7,"Morning","D47",0,1,96,"East York",113,"East York","c(-79.4994047403783, 43.6038497630933)"
880,"EVT-000880",2022-10-22,"2022","October","Saturday",295,22,10,"Morning","D48",0,2,111,"Etobicoke",71,"Etobicoke","c(-79.2540997803759, 43.5915521189319)"
881,"EVT-000881",2021-03-26,"2021","March","Friday",85,26,16,"Afternoon","D25",0,4,95,"Scarborough",49,"East York","c(-79.5340881834487, 43.6563405497741)"
882,"EVT-000882",2020-07-22,"2020","July","Wednesday",204,22,13,"Afternoon","D08",0,1,72,"Etobicoke",97,"North York","c(-79.4466845405117, 43.6678935606452)"
883,"EVT-000883",2006-12-11,"2006","December","Monday",345,11,5,"Night","D36",0,1,122,"Scarborough",82,"Etobicoke","c(-79.3243297664352, 43.6239365758289)"
884,"EVT-000884",2004-09-03,"2004","September","Friday",247,3,17,"Afternoon","D11",0,3,35,"Downtown",63,"Scarborough","c(-79.2249927118687, 43.6850144509599)"
885,"EVT-000885",2020-06-25,"2020","June","Thursday",177,25,23,"Evening","D07",0,0,46,"Scarborough",69,"East York","c(-79.4872784452804, 43.6147079466019)"
886,"EVT-000886",2021-01-05,"2021","January","Tuesday",5,5,12,"Morning","D32",0,3,57,"Etobicoke",94,"Downtown","c(-79.4511919885973, 43.8134136603346)"
887,"EVT-000887",2023-07-03,"2023","July","Monday",184,3,5,"Night","D12",0,4,114,"Etobicoke",134,"East York","c(-79.4177775198877, 43.6242340788048)"
888,"EVT-000888",2004-12-06,"2004","December","Monday",341,6,20,"Evening","D21",0,0,87,"Etobicoke",16,"East York","c(-79.5842177930577, 43.8186852231521)"
889,"EVT-000889",2017-03-16,"2017","March","Thursday",75,16,12,"Morning","D14",0,1,68,"Etobicoke",95,"East York","c(-79.572683710921, 43.5828941421678)"
890,"EVT-000890",2015-09-15,"2015","September","Tuesday",258,15,14,"Afternoon","D26",0,1,131,"Etobicoke",135,"Etobicoke","c(-79.2613311296461, 43.7325942018576)"
891,"EVT-000891",2020-08-13,"2020","August","Thursday",226,13,17,"Afternoon","D35",0,3,136,"Etobicoke",135,"East York","c(-79.40348430951, 43.5995377788881)"
892,"EVT-000892",2007-07-19,"2007","July","Thursday",200,19,14,"Afternoon","D39",0,2,50,"Downtown",136,"Etobicoke","c(-79.1520430448461, 43.6725120663593)"
893,"EVT-000893",2024-02-13,"2024","February","Tuesday",44,13,11,"Morning","D30",0,2,44,"Downtown",88,"Scarborough","c(-79.2792529261865, 43.6634167598756)"
894,"EVT-000894",2016-04-14,"2016","April","Thursday",105,14,10,"Morning","D14",0,1,119,"North York",22,"Scarborough","c(-79.4686491477281, 43.6991281040574)"
895,"EVT-000895",2017-02-08,"2017","February","Wednesday",39,8,19,"Evening","D53",0,1,126,"Scarborough",128,"Downtown","c(-79.5118665019037, 43.7019193506692)"
896,"EVT-000896",2018-09-07,"2018","September","Friday",250,7,14,"Afternoon","D06",0,2,90,"Downtown",97,"East York","c(-79.436913908474, 43.7102719578382)"
897,"EVT-000897",2020-11-10,"2020","November","Tuesday",315,10,23,"Evening","D16",1,3,26,"Scarborough",123,"North York","c(-79.1665759823346, 43.8467524829708)"
898,"EVT-000898",2022-11-12,"2022","November","Saturday",316,12,12,"Morning","D32",0,0,134,"Scarborough",106,"North York","c(-79.4167828529835, 43.7728971485931)"
899,"EVT-000899",2015-02-05,"2015","February","Thursday",36,5,3,"Night","D53",0,0,64,"Downtown",27,"Downtown","c(-79.6090923687412, 43.749336080787)"
900,"EVT-000900",2017-01-01,"2017","January","Sunday",1,1,11,"Morning","D03",0,2,136,"North York",26,"North York","c(-79.5154366667599, 43.6685584372273)"
901,"EVT-000901",2005-09-14,"2005","September","Wednesday",257,14,21,"Evening","D05",0,1,80,"Scarborough",96,"East York","c(-79.4830603200864, 43.5871708995337)"
902,"EVT-000902",2012-01-08,"2012","January","Sunday",8,8,10,"Morning","D04",0,3,123,"East York",79,"Scarborough","c(-79.3980456804086, 43.780109011396)"
903,"EVT-000903",2006-08-31,"2006","August","Thursday",243,31,21,"Evening","D36",0,1,158,"East York",62,"Scarborough","c(-79.5368647476979, 43.8231832621962)"
904,"EVT-000904",2017-07-13,"2017","July","Thursday",194,13,0,"Night","D32",0,1,132,"East York",11,"Scarborough","c(-79.3258296934661, 43.6130834964547)"
905,"EVT-000905",2022-10-19,"2022","October","Wednesday",292,19,9,"Morning","D26",0,1,40,"Downtown",33,"East York","c(-79.2446399102269, 43.7508562166763)"
906,"EVT-000906",2019-10-27,"2019","October","Sunday",300,27,18,"Afternoon","D19",0,3,60,"North York",13,"East York","c(-79.6312385082383, 43.6539518597802)"
907,"EVT-000907",2009-12-29,"2009","December","Tuesday",363,29,22,"Evening","D36",0,2,71,"Etobicoke",31,"North York","c(-79.3535330510516, 43.6233735880328)"
908,"EVT-000908",2021-06-05,"2021","June","Saturday",156,5,18,"Afternoon","D16",0,2,139,"North York",80,"Etobicoke","c(-79.2389369878916, 43.7172354295058)"
909,"EVT-000909",2012-04-13,"2012","April","Friday",104,13,10,"Morning","D49",0,2,36,"Etobicoke",18,"East York","c(-79.1583066624586, 43.8437264217064)"
910,"EVT-000910",2014-09-23,"2014","September","Tuesday",266,23,11,"Morning","D23",1,4,24,"East York",12,"Downtown","c(-79.1979592503579, 43.6947888950121)"
911,"EVT-000911",2005-05-27,"2005","May","Friday",147,27,18,"Afternoon","D12",0,3,67,"Scarborough",69,"Scarborough","c(-79.5472134244198, 43.6230761563567)"
912,"EVT-000912",2016-02-01,"2016","February","Monday",32,1,20,"Evening","D06",0,3,73,"Scarborough",139,"North York","c(-79.6281250048567, 43.8523199696265)"
913,"EVT-000913",2009-11-24,"2009","November","Tuesday",328,24,5,"Night","D11",0,1,134,"Etobicoke",81,"Downtown","c(-79.3545020722384, 43.8060511100875)"
914,"EVT-000914",2019-04-25,"2019","April","Thursday",115,25,4,"Night","D49",1,1,3,"Scarborough",118,"Downtown","c(-79.2391806428235, 43.6234804762397)"
915,"EVT-000915",2007-03-14,"2007","March","Wednesday",73,14,7,"Morning","D08",0,2,21,"Downtown",34,"Scarborough","c(-79.5202622808831, 43.7288476609478)"
916,"EVT-000916",2013-06-01,"2013","June","Saturday",152,1,0,"Night","D21",0,1,102,"Scarborough",91,"Downtown","c(-79.4536904842028, 43.6025467745787)"
917,"EVT-000917",2017-03-01,"2017","March","Wednesday",60,1,8,"Morning","D47",0,0,67,"Downtown",28,"Scarborough","c(-79.1755352227172, 43.726037260559)"
918,"EVT-000918",2021-08-05,"2021","August","Thursday",217,5,8,"Morning","D50",0,2,90,"North York",39,"East York","c(-79.3248560734214, 43.5992215094926)"
919,"EVT-000919",2024-06-29,"2024","June","Saturday",181,29,17,"Afternoon","D02",0,5,127,"Scarborough",51,"North York","c(-79.2223663338371, 43.6063916846445)"
920,"EVT-000920",2022-08-03,"2022","August","Wednesday",215,3,9,"Morning","D51",0,0,28,"Scarborough",100,"Scarborough","c(-79.4305341523688, 43.7567287666446)"
921,"EVT-000921",2020-01-30,"2020","January","Thursday",30,30,9,"Morning","D12",1,2,76,"Scarborough",120,"Downtown","c(-79.308319396181, 43.6838247185055)"
